id,Fermi name,Counterpart name,Bzcat5 name,Optical Class,RA (J2000.0),Dec (J2000.0),LII,BII,AngSep(deg),Theta95(deg),Redshift,SED Class,Log nuSync.(Hz),Log nuSync.Z corr.(Hz),Probability Bayesian,Reliability LR RG,Reliability LR XG,Significance,Flux 1-100 GeV (ph/cm2/s),Flux 1-100 GeV Error,Spectral Index,Spectral Type,Power Law Index,Radio flux(mJy),Radio flag,X Flux(erg cm-2 s-1),USNOVmag,SDSSVmag,ARO,AOX,CLEAN
1,3FGL J0001.2-0748,PMN J0001-0746,5BZBJ0001-0746,bll,0.325103733,-7.774145247,89.08,-67.29,0.042,0.075,0.000,ISP,14.486,14.486,1,0.86,0.000,11.25,0.00000000069521899,8.96e-11,2.1493,PowerLaw,2.15,209.1692,nvss,8.10e-13,17.6118,17.21,0.4962,1.3808,Y
2,3FGL J0001.4+2120,TXS 2358+209,, fsrq,0.385020884,21.2267929,107.65,-40.16,0.113,0.199,1.106,ISP,14.163,14.486,0.92,0.000,0.000,11.35,0.00000000029448677,7.58e-11,2.3051,LogParabola,2.78,217.8677,nvss,2.31e-12,18.7142,18.42,0.625,0.9186,Y
3,3FGL J0002.2-4152,1RXS J000135.5-415519,, bcu II,0.386415285,-41.92366916,334.32,-72.04,0.137,0.174,-999,HSP,15.8,15.8,0.97,0.000,0.000,5.16,0.00000000027140307,6.10e-11,2.0889,PowerLaw,2.09,13.2,wise/sumss,0.000,18.4274,0.000,0.3349,1.0708,Y
4,3FGL J0003.2-5246,RBS 0006,, bcu II,0.831208332,-52.7910278,318.94,-62.82,0.017,0.065,0.000,HSP,16.85,16.85,1,0.000,0.9,5.67,0.00000000025903737,6.53e-11,1.8952,PowerLaw,1.9,65.3,sumss,4.85e-12,18.8131,0.000,0.5164,0.8559,Y
5,3FGL J0003.8-1151,PMN J0004-1148,5BZBJ0004-1148,bcu II,1.020479133,-11.81621827,84.66,-71.08,0.076,0.114,0.000,LSP,12.515,12.515,0.99,0.87,0.000,4.18,0.00000000023389926,6.33e-11,2.0235,PowerLaw,2.02,459.597,nvss,0.000,18.575,0.000,0.7417,-9.9,N
6,3FGL J0003.8-1151,PKS 0001-121,, bcu I,0.928482077,-11.8637214,84.35,-71.07,0.03,0.114,1.30999,-,0.000,0.000,0.99,0.87,0.000,4.18,0.00000000023389926,6.33e-11,2.0235,PowerLaw,2.02,352.4785,nvss,0.000,17.4233,0.000,0.529,-9.9,N
7,3FGL J0004.7-4740,PKS 0002-478,5BZQJ0004-4736,fsrq,1.148564588,-47.6054455,323.94,-67.57,0.069,0.084,0.88,LSP,13.145,13.419,0.99,0.93,0.000,14.52,0.00000000069288186,8.13e-11,2.4035,PowerLaw,2.4,932.9,sumss,1.49e-12,17.2964,0.000,0.6701,1.161,Y
8,3FGL J0006.4+3825,S4 0003+38,5BZQJ0005+3820,fsrq,1.4882308,38.33754137,113.21,-23.68,0.126,0.179,0.229,LSP,13.145,13.235,0.99,0.84,0.000,10.55,0.00000000060568678,8.90e-11,2.6171,PowerLaw,2.62,572.7561,nvss,0.000,17.7239,0.000,0.6481,1.3606,Y
9,3FGL J0008.0+4713,MG4 J000800+4712,5BZBJ0007+4712,bll,1.999888613,47.20215794,115.31,-15.03,0.028,0.031,2.1,HSP,15.4,15.891,1,0.84,0.84,24.74,0.0000000019663688,1.29e-10,2.021,PowerLaw,2.02,60.8634,nvss,1.48e-12,18.283,0.000,0.4086,1.1395,Y
10,3FGL J0008.6-2340,RBS 0016,5BZBJ0008-2339,bll,2.14749865,-23.65777998,50.31,-79.73,0.028,0.07,0.147,ISP,14.72,14.78,1,0.000,0.89,6.66,0.0000000002284548,6.37e-11,1.5989,PowerLaw,1.6,36.2558,nvss,4.71e-12,16.6408,0.000,0.4165,0.951,Y
11,3FGL J0009.1+0630,CRATES J000903.95+062821.5,5BZBJ0009+0628,bll,2.26638275,6.472566569,104.42,-54.87,0.043,0.06,0.000,LSP,13.44,13.44,0.99,0.87,0.8,8.97,0.00000000054901528,8.46e-11,2.1794,PowerLaw,2.18,247.0644,nvss,1.30e-12,18.7042,18.11,0.625,1.1443,N
12,3FGL J0009.1+0630,GB6 J0009+0625,5BZQJ0009+0625,bll,2.32106318333,6.43187437778,104.49,-54.93,0.078,0.06,0.000,ISP,14.822,14.822,0.93,0.000,0.000,8.97,0.00000000054901528,8.46e-11,2.1794,PowerLaw,2.18,180.0831,nvss,0.000,19.4921,19.2,0.7395,1.3039,N
13,3FGL J0009.3+5030,NVSS J000922+503028,5BZBJ0009+5030,bll,2.344833529,50.50801062,116.12,-11.81,0.007,0.02,0.000,HSP,15.15,15.15,1,0.85,0.000,36.49,0.0000000030936393,1.49e-10,1.9286,PowerLaw,1.93,12.2673,nvss,0.000,0.000,0.000,-9.9,-9.9,Y
14,3FGL J0009.6-3211,IC 1531,, bcu I,2.398157371,-32.27692485,0.88,-79.57,0.078,0.141,0.025,ISP,14.645,14.656,0.96,0.85,0.000,5.54,0.00000000027656774,6.16e-11,2.3097,PowerLaw,2.31,388.8466,nvss,5.01e-13,8.91,0.000,-0.088,2.7538,N
15,3FGL J0013.2-3954,PKS 0010-401,5BZBJ0012-3954,bll,3.249624337,-39.90723724,332.46,-74.95,0.042,0.054,0.000,LSP,12.27,12.27,1,0.92,0.000,12.02,0.00000000060675814,7.77e-11,2.2118,PowerLaw,2.21,494.6114,nvss,0.000,18.09,0.000,0.7429,-9.9,Y
16,3FGL J0013.9-1853,RBS 0030,5BZGJ0013-1854,bll,3.483512921,-18.90186098,74.63,-78.09,0.009,0.06,0.0944,HSP,16.721,16.76,1,0.000,0.94,5.58,0.00000000023734373,5.93e-11,1.9352,PowerLaw,1.94,29.6284,nvss,1.26e-11,12.946,0.000,-0.0068,1.5816,Y
17,3FGL J0014.0-5025,RBS 0032,5BZBJ0014-5022,bll,3.54675,-50.37575,317.45,-65.7,0.056,0.079,0.000,HSP,16.925,16.925,1,0.000,0.91,5.65,0.00000000024451646,5.80e-11,1.9239,PowerLaw,1.92,15.1,sumss,1.23e-11,19.0598,0.000,0.5212,0.4332,Y
18,3FGL J0016.3-0013,S3 0013-00,5BZQJ0016-0015,fsrq,4.046202296,-0.253457047,104,-61.83,0.04,0.107,1.577,LSP,12.402,12.813,1,0.93,0.000,13.63,0.00000000064111161,8.50e-11,2.6179,PowerLaw,2.62,1085.7144,nvss,0.000,19.9864,19.12,0.8325,1.2027,Y
19,3FGL J0017.2-0643,PMN J0017-0650,, bcu II,4.28913025,-6.84304379,99.51,-68.15,0.12,0.114,0.000,LSP,13.67,13.67,0.81,0.000,0.000,6.22,0.00000000038799491,7.60e-11,2.1162,PowerLaw,2.12,93.9766,nvss,0.000,18.6043,18.31,0.5167,-9.9,Y
20,3FGL J0017.6-0512,PMN J0017-0512,5BZQJ0017-0512,fsrq,4.399238408,-5.211602058,101.24,-66.65,0.008,0.068,0.227,LSP,13.6,13.689,1,0.88,0.84,12,0.00000000079522233,9.66e-11,2.5063,PowerLaw,2.51,178.4389,nvss,1.74e-12,18.0884,17.02,0.5423,1.2375,Y
21,3FGL J0018.4+2947,RBS 0042,5BZBJ0018+2947,bll,4.615790258,29.79199,114.44,-32.54,0.011,0.078,0.1,HSP,16.772,16.813,1,0.000,0.93,4.96,0.00000000021357462,6.35e-11,1.8645,PowerLaw,1.86,33.804,nvss,1.43e-11,17.4709,18.04,0.4272,0.6289,Y
22,3FGL J0018.9-8152,PMN J0019-8152,5BZBJ0019-8152,bll,4.836017346,-81.88094733,304.31,-35.17,0.013,0.054,0.000,HSP,15.144,15.144,1,0.82,0.91,10.65,0.00000000065296818,8.74e-11,2.0754,PowerLaw,2.08,87,sumss,4.99e-12,16.3476,0.000,0.3089,1.2686,Y
23,3FGL J0019.1-5645,PMN J0019-5641,, bcu II,4.860883283,-56.69512688,311.69,-59.89,0.066,0.108,0.000,LSP,12.83,12.83,0.99,0.000,0.000,6.8,0.00000000028565708,5.81e-11,2.3909,PowerLaw,2.39,60.6,sumss,0.000,21.3089,0.000,0.7413,-9.9,Y
24,3FGL J0019.4+2021,PKS 0017+200,5BZBJ0019+2021,bll,4.907727063,20.36267901,112.89,-41.89,0.043,0.132,0.000,LSP,12.32,12.32,0.99,0.92,0.000,5.04,0.00000000029451058,6.73e-11,2.2486,PowerLaw,2.25,983.9924,nvss,0.000,19.899,19.16,0.8719,1.3228,Y
25,3FGL J0021.6-2553,CRATES J002132.55-255049.3,5BZBJ0021-2550,bll,5.385622988,-25.84705203,42.1,-83.19,0.047,0.053,0.000,ISP,14.528,14.528,0.99,0.000,0.000,11.57,0.00000000059683669,7.77e-11,2.0993,PowerLaw,2.1,69.0158,nvss,0.000,17.2214,0.000,0.4885,1.6333,Y
26,3FGL J0021.6-6835,PKS 0021-686,, bcu II,6.028008646,-68.34849751,306.73,-48.58,0.333,0.297,0.000,LSP,13.44,13.44,0.95,0.85,0.000,5.37,0.00000000021162896,5.61e-11,2.6525,PowerLaw,2.65,1248,sumss,2.17e-12,16.4931,0.000,0.5102,1.3466,N
27,3FGL J0022.1-1855,1RXS J002209.2-185333,5BZBJ0022-1853,bll,5.538621017,-18.89301871,82.14,-79.37,0.03,0.032,0.000,HSP,15.13,15.13,0.99,0.000,0.83,16.69,0.00000000090110558,9.41e-11,1.799,PowerLaw,1.8,22.5263,nvss,1.09e-12,17.4473,0.000,0.339,1.2839,Y
28,3FGL J0022.1-5141,1RXS J002159.2-514028,5BZBJ0022-5140,bll,5.49933333,-51.6738056,313.7,-64.84,0.035,0.047,0.000,HSP,15.68,15.68,1,0.000,0.9,13.71,0.00000000070081763,8.01e-11,1.9874,PowerLaw,1.99,20,sumss,5.09e-12,16.5794,0.000,0.2405,1.1781,Y
29,3FGL J0022.5+0608,PKS 0019+058,5BZBJ0022+0608,bll,5.635171717,6.134519133,110,-56.01,0.008,0.036,0.000,LSP,13.112,13.112,1,0.94,0.000,28.18,0.0000000021621784,1.36e-10,2.0732,PowerLaw,2.07,340.3242,nvss,0.000,19.5096,17.83,0.5957,1.4492,Y
30,3FGL J0023.5+4454,B3 0020+446,5BZUJ0023+4456,fsrq,5.897676979,44.94326604,117.76,-17.65,0.04,0.123,1.062,LSP,12.736,13.05,1,0.8,0.000,8.96,0.00000000046260507,7.65e-11,2.5685,PowerLaw,2.57,140.6026,nvss,0.000,0.000,0.000,-9.9,-9.9,Y
31,3FGL J0024.4+0350,GB6 J0024+0349,5BZQJ0024+0349,fsrq,6.188405292,3.817663486,110.15,-58.39,0.082,0.115,0.545,LSP,13.46,13.649,0.98,0.000,0.000,5.71,0.0000000003924302,7.98e-11,2.2782,PowerLaw,2.28,22.085,nvss,0.000,19.8116,18.63,0.5145,-9.9,Y
32,3FGL J0026.7-4603,1RXS J002636.3-460101,5BZBJ0026-4601,bll,6.64879166,-46.0192222,315.92,-70.48,0.048,0.134,0.000,HSP,17.408,17.408,1,0.000,0.9,5.08,0.00000000020787713,5.07e-11,2.4503,PowerLaw,2.45,38.7,sumss,1.41e-11,18.0657,0.000,0.447,0.7339,N
33,3FGL J0028.6+7507,GB6 J0028+7506,, bcu II,7.054430182,75.1035815,121.4,12.3,0.031,0.082,0.000,ISP,14.23,14.23,0.99,0.000,0.000,7.31,0.00000000054497018,8.81e-11,2.3415,PowerLaw,2.34,81.0955,wise/nvss,0.000,0.000,0.000,-9.9,-9.9,Y
34,3FGL J0028.8+1951,TXS 0025+197,, bcu III,7.1242436875,20.0074288972,115.61,-42.54,0.172,0.159,0.000,-,0.000,0.000,0.94,0.000,0.000,6.32,0.00000000037903075,7.66e-11,2.4337,PowerLaw,2.43,287.094,nvss,0.000,19.9422,19.32,0.7095,-9.9,N
35,3FGL J0029.1-7045,PKS 0026-710,5BZBJ0028-7045,bll,7.173177696,-70.7544241,305.63,-46.26,0.041,0.061,0.000,ISP,14.23,14.23,1,0.93,0.000,12.06,0.00000000066322287,8.03e-11,2.2845,PowerLaw,2.28,260,at20g,0.000,17.437,0.000,0.5936,-9.9,Y
36,3FGL J0030.2-1646,1RXS J003019.6-164723,, bcu II,7.58494453,-16.7872943,96.58,-78.57,0.022,0.042,0.000,HSP,15.52,15.52,1,0.000,0.84,9.16,0.00000000033229411,6.72e-11,1.6472,PowerLaw,1.65,9.5264,nvss,1.02e-12,17.7765,0.000,0.2756,1.2752,Y
37,3FGL J0030.3-4223,PKS 0027-426,5BZQJ0030-4224,fsrq,7.572885817,-42.41291134,317.32,-74.13,0.021,0.052,0.495,LSP,13.239,13.414,1,0.92,0.000,28.75,0.000000001212056,9.70e-11,2.5805,PowerLaw,2.58,424.8,sumss,0.000,18.6463,0.000,0.719,1.0648,Y
38,3FGL J0030.7-0209,PKS B0027-024,, bcu II,7.632598963,-2.198925964,110.69,-64.58,0.077,0.07,0.000,LSP,12.576,12.576,0.88,0.88,0.000,14.97,0.00000000087114221,9.70e-11,2.3781,PowerLaw,2.38,297,at20g,0.000,18.5253,19.11,0.6304,-9.9,Y
39,3FGL J0031.3+0724,NVSS J003119+072456,, bcu II,7.83212389583,7.41487726667,114.19,-55.12,0.002,0.072,0.000,HSP,15.176,15.176,1,0.000,0.000,5.1,0.00000000022477475,6.71e-11,1.8239,PowerLaw,1.82,12.1961,wise/nvss,0.000,19.1672,17,0.228,1.7451,Y
40,3FGL J0032.3-2852,PMN J0032-2849,5BZBJ0032-2849,bll,8.1379283,-28.8219896,9.75,-85.51,0.069,0.075,0.324,ISP,14.58,14.702,0.98,0.81,0.000,4.89,0.00000000022694559,5.65e-11,2.1895,PowerLaw,2.19,160.7332,nvss,0.000,17.1802,0.000,0.4911,1.6106,Y
41,3FGL J0033.6-1921,KUV 00311-1938,5BZBJ0033-1921,bll,8.393250683,-19.35920325,94.17,-81.22,0.01,0.019,0.61,HSP,15.92,16.127,1,0.87,0.97,39.22,0.0000000027719498,1.45e-10,1.7148,PowerLaw,1.71,18.8922,nvss,1.49e-11,16.2586,0.000,0.2004,1.0342,Y
42,3FGL J0035.2+1513,RX J0035.2+1515,5BZBJ0035+1515,bll,8.811350471,15.25115366,117.15,-47.44,0.029,0.041,0.000,HSP,15.102,15.102,1,0.000,0.92,14,0.00000000082903812,9.81e-11,1.8064,PowerLaw,1.81,18.8015,nvss,7.33e-12,17.063,16.36,0.2153,1.1701,Y
43,3FGL J0037.9+1239,NVSS J003750+123818,5BZBJ0037+1238,bll,9.462001046,12.63885527,117.76,-50.1,0.019,0.044,0.089,HSP,15.37,15.407,1,0.86,0.82,13.34,0.00000000090294805,1.01e-10,2.1515,PowerLaw,2.15,75.6788,nvss,7.96e-13,14.3867,15.32,0.2871,1.5595,Y
44,3FGL J0038.0+0012,NVSS J003808+001336,5BZBJ0038+0013,bll,9.535455021,0.226807031,115.72,-62.46,0.022,0.079,0.000,LSP,13.94,13.94,1,0.82,0.000,7.45,0.0000000004187414,7.53e-11,2.1565,PowerLaw,2.16,96.1486,nvss,0.000,19.6691,18.61,0.5829,-9.9,Y
45,3FGL J0038.0-2501,PKS 0035-252,5BZQJ0038-2459,fsrq,9.561397946,-24.98395424,68.11,-86.35,0.068,0.103,1.196,LSP,12.416,12.758,1,0.87,0.000,10.1,0.00000000047668991,7.24e-11,2.4389,PowerLaw,2.44,412.9883,nvss,2.41e-12,17.291,0.000,0.6188,1.0715,Y
46,3FGL J0039.0-2218,PMN J0039-2220,, bcu I,9.784204571,-22.33374399,92.05,-84.46,0.041,0.1,0.06438,HSP,16.053,16.08,0.98,0.8,0.82,4.41,0.00000000017347833,5.49e-11,1.7154,PowerLaw,1.72,117.1528,nvss,2.59e-12,11.5062,0.000,0.0143,2.0796,Y
47,3FGL J0039.1+4330,NVSS J003907+433015,, bcu III,9.783997916666667,43.50406083333333,120.56,-19.31,0.01,0.055,0.000,-,0.000,0.000,1,0.000,0.000,7.01,0.00000000033505904,6.80e-11,1.9629,PowerLaw,1.96,8.1895,nvss/wise,0.000,21.0586,0.000,0.4958,-9.9,Y
48,3FGL J0039.1-0939,TXS 0036-099,5BZQJ0039-0942,fsrq,9.776215271,-9.713024686,112.86,-72.35,0.056,0.202,2.1015,LSP,12.522,13.014,0.98,0.000,0.000,4.76,0.0000000002348487,6.31e-11,2.594,PowerLaw,2.59,154.0639,nvss,0.000,19.6655,0.000,0.7206,-9.9,Y
49,3FGL J0040.3+4049,B3 0037+405,5BZUJ0040+4050,bcu I,10.056244,40.834811,120.64,-21.99,0.026,0.041,0.000,-,0.000,0.000,1,0.82,0.89,6.38,0.000000000087253024,5.51e-11,1.1323,PowerLaw,1.13,48.1528,nvss,2.55e-12,19.1557,0.000,0.4422,0.9423,Y
50,3FGL J0040.5-2339,PMN J0040-2340,5BZGJ0040-2340,bcu I,10.1037829,-23.6669243,86.62,-85.74,0.043,0.081,0.213,ISP,14.358,14.442,1,0.000,0.000,4.32,0.00000000018839813,5.68e-11,1.9462,PowerLaw,1.95,53.675,nvss,0.000,16.5395,0.000,0.3283,1.8603,Y
51,3FGL J0041.9+3639,RX J0042.0+3641,5BZBJ0042+3641,bll,10.5342397,36.6868656,120.85,-26.15,0.037,0.068,0.000,HSP,16.5,16.5,1,0.000,0.87,4.63,0.00000000021891897,6.49e-11,1.9758,PowerLaw,1.98,11.9769,nvss,3.68e-12,18.0337,18.02,0.3261,1.0013,Y
52,3FGL J0042.0+2318,PKS 0039+230,5BZQJ0042+2320,fsrq,10.5189382,23.33362831,120.14,-39.49,0.029,0.154,1.426,LSP,12.235,12.62,0.99,0.92,0.000,6.09,0.00000000036210165,7.20e-11,2.3544,PowerLaw,2.35,1269.8168,nvss,0.000,0.000,20.06,0.9327,-9.9,Y
53,3FGL J0043.5-0444,1RXS J004333.7-044257,, bcu II,10.8921965,-4.71717104,117.8,-67.51,0.023,0.057,0.000,HSP,17.25,17.25,1,0.000,0.9,5.84,0.00000000022798753,7.27e-11,1.7346,PowerLaw,1.73,29.8202,nvss/wise,4.92e-12,19.2914,17.98,0.3804,0.9988,Y
54,3FGL J0043.7-1117,1RXS J004349.3-111612,, bcu II,10.9529099,-11.2687809,116.11,-74.04,0.026,0.071,0.000,HSP,15.44,15.44,1,0.000,0.000,5.9,0.00000000024505639,6.59e-11,1.5937,PowerLaw,1.59,24.9304,nvss,1.10e-12,18.0853,0.000,0.3822,1.2151,Y
55,3FGL J0043.8+3425,GB6 J0043+3426,5BZQJ0043+3426,fsrq,10.95351295,34.44058118,121.14,-28.41,0.017,0.034,0.966,ISP,13.81,14.104,1,0.89,0.000,22.65,0.0000000016137297,1.18e-10,2.0447,PowerLaw,2.04,93.4095,nvss,0.000,19.9936,19.11,0.6018,-9.9,Y
56,3FGL J0045.2-3704,PKS 0042-373,, bcu II,11.30027487,-37.09679714,310.07,-79.95,0.019,0.086,0.000,LSP,12.76,12.76,1,0.89,0.000,13.56,0.00000000055938582,7.54e-11,2.5428,PowerLaw,2.54,329.8367,nvss,0.000,19.5963,0.000,0.7518,-9.9,Y
57,3FGL J0045.3+2126,GB6 J0045+2127,5BZBJ0045+2127,bll,11.33040939,21.46111101,121.03,-41.39,0.023,0.025,0.000,HSP,16.001,16.001,1,0.84,0.92,22.34,0.0000000013894633,1.11e-10,1.899,PowerLaw,1.9,50.163,nvss,3.99e-12,16.9632,16.37,0.3204,1.2595,Y
58,3FGL J0045.7+1217,GB6 J0045+1217,5BZBJ0045+1217,bll,11.43058546,12.28661246,120.73,-50.56,0.004,0.037,0.000,ISP,14.3,14.3,1,0.9,0.89,14.52,0.00000000095216846,1.02e-10,1.9597,PowerLaw,1.96,103.8621,nvss,1.46e-12,17.727,16.78,0.3734,1.3771,Y
59,3FGL J0046.7-8419,PKS 0044-84,5BZQJ0044-8422,fsrq,11.11120148,-84.37777467,303.13,-32.75,0.081,0.139,1.032,LSP,13.11,13.418,1,0.9,0.000,6.24,0.00000000027727717,6.86e-11,2.8206,PowerLaw,2.82,693.4,sumss,0.000,19.6494,0.000,0.8017,-9.9,Y
60,3FGL J0048.0+2236,NVSS J004802+223525,5BZQJ0048+2235,fsrq,12.01090279,22.5900335,121.9,-40.28,0.011,0.073,1.161,ISP,13.67,14.005,1,0.83,0.000,14.23,0.00000000093776986,9.89e-11,2.3331,PowerLaw,2.33,83.8242,nvss,0.000,19.2605,18.03,0.5192,1.5919,Y
61,3FGL J0048.0+3950,B3 0045+395,5BZBJ0047+3948,bll,11.9812272,39.8166789,122.19,-23.05,0.033,0.065,0.252,HSP,15.3,15.398,1,0.83,0.000,9.22,0.00000000049839732,8.18e-11,1.8768,PowerLaw,1.88,93.2223,nvss,5.41e-13,17.4124,16.77,0.3725,1.5107,Y
62,3FGL J0049.4-4149,1RXS J004939.9-415133,, bcu II,12.41217,-41.8605,304.24,-75.27,0.052,0.076,0.000,HSP,15.85,15.85,0.99,0.000,0.81,5.66,0.00000000025201377,5.78e-11,2.1545,PowerLaw,2.15,-999,wise,2.03e-12,19.4429,0.000,0.552,0.9091,Y
63,3FGL J0049.4-5401,PMN J0049-5402,, bcu II,12.4523333,-54.0459167,303.46,-63.09,0.063,0.089,0.000,HSP,15.56,15.56,0.96,0.83,0.000,5.97,0.00000000027920849,5.94e-11,2.1434,PowerLaw,2.14,196.1,sumss,0.000,17.6117,0.000,0.4618,-9.9,Y
64,3FGL J0049.7+0237,PKS 0047+023,5BZBJ0049+0237,bll,12.43014977,2.617716258,122.06,-60.25,0.013,0.066,1.474,LSP,13.24,13.633,1,0.92,0.000,13.1,0.00000000079031948,9.30e-11,2.244,PowerLaw,2.24,425.9764,nvss,0.000,18.8391,17.9,0.5765,1.4599,Y
65,3FGL J0049.8-5737,PKS 0047-579,5BZQJ0049-5738,fsrq,12.49780442,-57.64092776,303.31,-59.49,0.025,0.056,1.797,LSP,12.704,13.151,1,0.97,0.000,10.08,0.00000000043349282,6.50e-11,2.4622,PowerLaw,2.46,2045,sumss,9.07e-13,16.9152,0.000,0.7032,1.273,Y
66,3FGL J0050.0-4458,PMN J0049-4457,5BZUJ0049-4457,bcu I,12.31926691,-44.95310121,304.18,-72.18,0.139,0.145,0.121,LSP,13.82,13.87,0.96,0.81,0.000,6.09,0.00000000024651042,5.65e-11,2.5279,PowerLaw,2.53,336,at20g,3.65e-12,16.5335,0.000,0.4447,1.248,Y
67,3FGL J0050.4-0449,PKS 0047-051,5BZQJ0050-0452,fsrq,12.58972828,-4.872387403,122.22,-67.75,0.051,0.107,0.92,LSP,12.949,13.232,1,0.84,0.000,9.03,0.00000000053713295,8.64e-11,2.4499,PowerLaw,2.45,254.3971,nvss,0.000,19.7666,18.8,0.6839,1.2854,Y
68,3FGL J0050.6-0929,PKS 0048-09,5BZBJ0050-0929,bll,12.67215578,-9.484780658,122.32,-72.36,0.002,0.026,0.635,ISP,14.4,14.614,1,0.97,0.95,41.98,0.0000000036230012,1.68e-10,2.0931,PowerLaw,2.09,814.7206,nvss,5.03e-12,16.8904,15.33,0.4619,1.3691,Y
69,3FGL J0051.0-0649,PKS 0048-071,5BZQJ0051-0650,fsrq,12.78420758,-6.833952508,122.71,-69.71,0.024,0.061,1.975,LSP,12.83,13.303,1,0.95,0.000,18.39,0.0000000013976068,1.28e-10,2.1047,LogParabola,2.29,904.6193,nvss,0.000,19.7449,18.83,0.7919,1.1776,Y
70,3FGL J0051.2-6241,1RXS J005117.7-624154,5BZBJ0051-6242,bcu II,12.8185417,-62.7015,302.96,-54.43,0.013,0.028,0.000,HSP,15.904,15.904,1,0.82,0.94,23.41,0.0000000011676106,9.79e-11,1.6632,PowerLaw,1.66,43.2,sumss,4.57e-12,16.7522,0.000,0.3139,1.1826,Y
71,3FGL J0054.8-2455,FRBA J0054-2455,5BZBJ0054-2455,bll,13.69483155,-24.9247831139,141.91,-87.68,0.026,0.037,0.000,-,0.000,0.000,1,0.000,0.91,15.8,0.00000000083387225,9.14e-11,1.7781,PowerLaw,1.78,24.4618,nvss,3.70e-12,17.3597,0.000,0.3378,1.0963,Y
72,3FGL J0055.2-1213,TXS 0052-125,, bcu II,13.79909413,-12.29919368,126.51,-75.15,0.067,0.127,0.000,LSP,12.305,12.305,0.99,0.82,0.000,4.71,0.00000000024247468,6.09e-11,2.3968,PowerLaw,2.4,263.1171,nvss,0.000,0.000,0.000,-9.9,-9.9,Y
73,3FGL J0056.3-0935,TXS 0053-098,5BZGJ0056-0936,bll,14.0836689,-9.60829255,126.93,-72.45,0.016,0.056,0.1031,HSP,15.504,15.547,1,0.89,0.93,9.89,0.00000000052274574,8.74e-11,1.7902,PowerLaw,1.79,200.8635,nvss,9.07e-12,12.1048,14.45,0.2794,1.3877,Y
74,3FGL J0056.3-2116,PMN J0056-2117,5BZBJ0056-2117,bll,14.13448186,-21.2855899,134.45,-84.05,0.054,0.054,0.000,ISP,14.67,14.67,0.97,0.000,0.000,12.03,0.00000000062974753,8.33e-11,1.808,PowerLaw,1.81,90.3052,nvss,7.33e-13,17.1106,0.000,0.4751,1.4106,Y
75,3FGL J0057.9-0542,PKS 0055-059,5BZQJ0058-0539,fsrq,14.52110964,-5.664521725,127.44,-68.48,0.058,0.147,1.2456,LSP,12.59,12.941,0.98,0.9,0.000,5.2,0.00000000031057751,7.17e-11,2.4154,PowerLaw,2.42,742.3824,nvss,0.000,18.8765,18.53,0.7499,-9.9,N
76,3FGL J0058.0-3233,PKS 0055-328,5BZBJ0058-3234,bll,14.50929285,-32.57243031,288.6,-84.38,0.007,0.043,0.000,LSP,13.44,13.44,1,0.91,0.000,20.52,0.0000000012200478,1.02e-10,2.0583,PowerLaw,2.06,186.4143,nvss,0.000,19.7891,0.000,0.8449,1.1061,Y
77,3FGL J0058.3+3315,MG3 J005830+3311,5BZUJ0058+3311,fsrq,14.63362102,33.18811493,124.64,-29.66,0.088,0.104,1.369,LSP,12.935,13.31,0.98,0.000,0.000,8.25,0.0000000004654869,7.78e-11,2.4073,PowerLaw,2.41,160.6733,nvss,0.000,19.7705,20.04,0.7394,1.2067,Y
78,3FGL J0059.1-5701,PKS 0056-572,5BZUJ0058-5659,bcu I,14.69408823,-56.98651954,300.92,-60.12,0.066,0.154,0.018,LSP,12.77,12.778,1,0.87,0.000,11.24,0.00000000049518623,7.08e-11,2.6164,PowerLaw,2.62,479.4,sumss,2.79e-12,17.1454,0.000,0.617,1.2036,N
79,3FGL J0059.2-0152,1RXS J005916.3-015030,5BZGJ0059-0150,bll,14.82053191,-1.838240181,127.51,-64.64,0.046,0.068,0.144,HSP,15.757,15.815,0.99,0.000,0.83,6.01,0.00000000025755303,7.37e-11,1.7376,PowerLaw,1.74,18.1395,nvss,2.15e-12,16.2975,16.36,0.2875,1.2192,Y
80,3FGL J0059.6+0003,PKS 0056-00,5BZQJ0059+0006,fsrq,14.77297887,0.114339136,127.1,-62.7,0.146,0.212,0.719,LSP,13.056,13.291,0.96,0.92,0.000,4.5,0.00000000026460015,6.78e-11,2.484,PowerLaw,2.48,2509.4783,nvss,9.13e-13,17.728,17.44,0.7509,1.2353,Y
81,3FGL J0100.2+0745,GB6 J0100+0745,5BZUJ0100+0745,bll,15.08660996,7.764279811,126.78,-55.04,0.019,0.029,0.000,LSP,13.358,13.358,1,0.89,0.000,23.08,0.0000000015588008,1.21e-10,1.7966,PowerLaw,1.8,98.8814,nvss,0.000,0.000,0.000,-9.9,-9.9,Y
82,3FGL J0102.3+4217,GB6 J0102+4214,5BZQJ0102+4214,fsrq,15.613125,42.23860941,125.1,-20.59,0.052,0.116,0.874,LSP,13.005,13.278,0.99,0.000,0.000,12.72,0.00000000052554044,7.71e-11,2.6917,PowerLaw,2.69,43.2222,nvss,0.000,20.6234,17.93,0.4954,-9.9,Y
