id,Fermi name,Counterpart name,Bzcat5 name,Optical Class,RA (J2000.0),Dec (J2000.0),LII,BII,AngSep(deg),Theta95(deg),Redshift,SED Class,Log nuSync.(Hz),Log nuSync.Z corr.(Hz),Probability Bayesian,Reliability LR RG,Reliability LR XG,Significance,Flux 1-100 GeV (ph/cm2/s),Flux 1-100 GeV Error,Spectral Index,Spectral Type,Power Law Index,Radio flux(mJy),Radio flag,X Flux(erg cm-2 s-1),USNOVmag,SDSSVmag,ARO,AOX,CLEAN
871,3FGL J1222.4+0414,4C +04.42,5BZQJ1222+0413,fsrq,185.5939568,4.221048889,284.82,66.06,0.021,0.074,0.966,LSP,12.81,13.104,1,0.94,0.82,30.02,0.0000000011995721,1.29e-10,2.5085,LogParabola,2.77,800.8724,nvss,1.60e-12,17.3042,16.42,0.6274,1.2792,Y
872,3FGL J1222.7+8041,S5 1221+80,5BZBJ1223+8040,bll,185.918724,80.66787234,124.32,36.38,0.047,0.048,0.000,LSP,13.215,13.215,0.99,0.93,0.000,16.88,0.0000000009749086,8.56e-11,2.2855,PowerLaw,2.29,705.2,nvss,4.63e-13,19.4199,0.000,0.8509,0.9915,Y
873,3FGL J1223.3-3028,NVSS J122337-303246,, bcu II,185.9042,-30.54725,295.87,31.94,0.093,0.127,0.000,HSP,15.95,15.95,0.98,0.000,0.000,4.37,0.00000000027568756,8.50e-11,1.8866,PowerLaw,1.89,8.28,nvss,0.000,17.6596,0.000,0.2416,1.2757,Y
874,3FGL J1224.5+2436,MS 1221.8+2452,5BZBJ1224+2436,bll,186.1007759,24.6065289,233.96,83.41,0.032,0.043,0.218,HSP,15.3,15.386,1,0.000,0.88,13.36,0.00000000070463296,8.78e-11,1.8869,PowerLaw,1.89,26.0096,nvss,2.75e-12,17.924,16.37,0.2869,1.2668,Y
875,3FGL J1224.5+4957,SBS 1221+503,5BZQJ1224+5001,fsrq,186.0413328,50.03207559,133.96,66.5,0.091,0.153,1.066,-,0.000,0.000,0.94,0.000,0.000,6.41,0.00000000032034753,6.26e-11,2.4632,PowerLaw,2.46,46.9763,nvss,0.000,16.8397,17.37,0.4228,-9.9,Y
876,3FGL J1224.6+4332,B3 1222+438,5BZBJ1224+4335,bll,186.2146055,43.58869087,139.29,72.68,0.06,0.104,0.000,LSP,13.32,13.32,0.99,0.87,0.000,11.16,0.00000000039002893,6.37e-11,2.6359,PowerLaw,2.64,366.6129,nvss,0.000,0.000,19.29,0.8025,-9.9,Y
877,3FGL J1224.6-8312,PKS 1221-82,5BZUJ1224-8313,bcu I,186.2265931,-83.21947238,302.09,-20.4,0.012,0.118,0.000,LSP,11.95,11.95,1,0.9,0.000,7.47,0.00000000044875753,8.76e-11,2.6945,PowerLaw,2.69,517.6,sumss,0.000,0.000,0.000,-9.9,-9.9,Y
878,3FGL J1224.9+2122,4C +21.35,5BZQJ1224+2122,fsrq,186.22691,21.37955238,255.08,81.65,0.003,0.01,0.435,LSP,13.72,13.877,1,0.99,0.97,219.67,0.000000025537489,3.80e-10,2.1854,LogParabola,2.29,2095.1997,nvss,3.82e-12,16.2486,15.85,0.6021,1.258,Y
879,3FGL J1225.7-7314,PMN J1225-7313,, bcu II,186.397042,-73.2276389,301.03,-10.46,0.018,0.075,0.000,ISP,14.825,14.825,1,0.89,0.000,5.41,0.00000000047079607,9.58e-11,2.3094,PowerLaw,2.31,267.3,sumss,0.000,18.6441,0.000,0.5356,-9.9,N
880,3FGL J1226.8+0638,1RXS J122645.2+063906,5BZBJ1226+0638,bll,186.6842502,6.648137303,285.83,68.69,0.016,0.064,0.000,HSP,15.85,15.85,1,0.000,0.85,5.49,0.00000000017401788,6.34e-11,1.5645,PowerLaw,1.56,17.372,nvss,1.67e-12,18.5222,16.8,0.2513,1.3268,Y
881,3FGL J1226.9-1329,PMN J1226-1328,5BZBJ1226-1328,bll,186.7267447,-13.47749621,293.82,48.95,0.026,0.047,0.456,LSP,13.215,13.378,1,0.88,0.000,13.39,0.0000000010323516,1.18e-10,1.9827,PowerLaw,1.98,146.2082,nvss,0.000,0.000,0.000,-9.9,-9.9,N
882,3FGL J1228.7+4857,TXS 1226+492,5BZQJ1228+4858,fsrq,187.2156994,48.96702505,132.74,67.73,0.023,0.06,1.722,LSP,12.5,12.935,1,0.92,0.000,7.85,0.00000000043718459,7.28e-11,2.3648,PowerLaw,2.36,387.5473,nvss,0.000,20.2952,18.14,0.6772,1.3647,Y
883,3FGL J1229.1+0202,3C 273,5BZQJ1229+0203,fsrq,187.2779155,2.052388325,289.95,64.35,0.015,0.019,0.158,LSP,13.46,13.524,1,1,0.98,149.01,0.0000000094244204,2.53e-10,2.5163,LogParabola,2.66,5.4992e+4,nvss,1.11e-10,13.9413,13.23,0.6886,1.1259,Y
884,3FGL J1230.3+2519,ON 246,5BZBJ1230+2518,bll,187.5587057,25.30198222,232.77,84.9,0.028,0.055,0.135,ISP,14.85,14.905,1,0.89,0.89,17.97,0.0000000011141964,1.00e-10,2.2354,PowerLaw,2.24,244.0648,nvss,3.92e-12,15.3616,14.23,0.3188,1.571,Y
885,3FGL J1230.9+1224,M 87,, rdg,187.7059308,12.39112324,283.77,74.48,0.026,0.042,0.00428,-,0.000,0.000,1,1,0.000,18.88,0.0000000013064864,1.13e-10,2.0401,PowerLaw,2.04,1.3849e+5,nvss,0.000,9.3762,0.000,0.2402,1.8776,Y
886,3FGL J1231.5+6414,MS 1229.2+6430,5BZBJ1231+6414,bll,187.8808122,64.23841144,126.5,52.75,0.004,0.059,0.163,HSP,16.22,16.286,1,0.83,0.9,6.3,0.00000000023973959,5.64e-11,1.9383,PowerLaw,1.94,58.9141,nvss,4.39e-12,14.6869,15.89,0.3023,1.251,Y
887,3FGL J1231.7+2847,B2 1229+29,5BZBJ1231+2847,bll,187.931553,28.79715805,190.83,85.33,0.014,0.023,0.23645,ISP,14.9,14.992,1,0.92,0.93,36.96,0.0000000027335463,1.41e-10,1.9485,PowerLaw,1.95,141.6485,nvss,2.97e-12,17.0086,16.79,0.4551,1.1753,Y
888,3FGL J1231.8+1421,GB6 J1231+1421,5BZBJ1231+1421,bll,187.8496074,14.35678389,281.84,76.39,0.113,0.117,0.256,HSP,14.93,15.029,0.99,0.000,0.000,5.93,0.00000000038585229,8.08e-11,2.0651,PowerLaw,2.07,55.6403,nvss,0.000,17.2814,16.63,0.3696,1.2954,Y
889,3FGL J1233.7-0145,NVSS J123341-014426,5BZBJ1233-0144,bll,188.4222257,-1.739921131,293.8,60.81,0.021,0.043,0.000,ISP,14.45,14.45,1,0.8,0.000,15.72,0.0000000011150438,1.11e-10,2.2214,PowerLaw,2.22,28.9346,nvss,0.000,18.1062,17.86,0.4814,1.4589,Y
890,3FGL J1236.6+3901,RX J1236.4+3859,5BZBJ1236+3900,bll,189.095335,39.0008864,136.81,77.72,0.059,0.107,0.39,ISP,14.64,14.783,0.98,0.000,0.000,5.26,0.00000000021390022,5.53e-11,2.492,PowerLaw,2.49,37.1162,nvss,4.96e-13,18.1508,17.59,0.4076,1.3694,Y
891,3FGL J1237.9+6258,1H 1241+626,5BZBJ1237+6258,bll,189.414354,62.9787651,125.59,54.07,0.037,0.062,0.297,HSP,15.04,15.153,0.99,0.000,0.88,6.32,0.00000000019536596,5.05e-11,1.8364,PowerLaw,1.84,12.6025,nvss,4.03e-12,18.0528,17.35,0.2641,1.0366,Y
892,3FGL J1238.2-1958,PMN J1238-1959,5BZUJ1238-1959,bcu II,189.6016228,-19.98713455,298.75,42.77,0.035,0.06,0.000,ISP,14.075,14.075,1,0.83,0.000,8.53,0.00000000052374299,8.66e-11,2.3487,PowerLaw,2.35,95.1277,nvss,9.40e-13,17.2986,0.000,0.4857,1.3787,Y
893,3FGL J1238.3-4543,PMN J1238-4541,, bcu II,189.52516,-45.691566,300.49,17.11,0.058,0.068,0.000,ISP,14.2,14.2,0.98,0.000,0.000,8.02,0.00000000054981292,8.74e-11,2.1532,PowerLaw,2.15,107.3,wise/sumss,0.000,17.1968,0.000,0.3739,-9.9,Y
894,3FGL J1239.4+0727,PKS 1236+077,5BZUJ1239+0730,bcu I,189.8524514,7.504774733,294.11,70.16,0.047,0.076,0.4,LSP,12.865,13.011,1,0.91,0.000,8.03,0.00000000050180227,8.34e-11,2.3976,PowerLaw,2.4,567.6946,nvss,7.75e-13,18.5505,17.24,0.5909,1.3866,Y
895,3FGL J1239.5+0443,MG1 J123931+0443,5BZQJ1239+0443,fsrq,189.8864819,4.718120308,295.19,67.4,0.009,0.024,1.762,LSP,12.305,12.746,1,0.95,0.85,65,0.0000000055832419,2.05e-10,2.2043,LogParabola,2.35,354.4628,nvss,4.22e-13,0.000,20.22,0.8363,0.8876,Y
896,3FGL J1241.6-1456,RX J1241.8-1455,5BZBJ1241-1455,bll,190.4556802,-14.93291938,299.46,47.87,0.049,0.08,0.000,HSP,15.875,15.875,1,0.000,0.93,6.19,0.00000000034786837,7.60e-11,1.9594,PowerLaw,1.96,17.2863,nvss,1.81e-11,16.5792,16.28,0.3047,1.0265,Y
897,3FGL J1241.9+0639,1ES 1239+069,5BZBJ1241+0636,bll,190.451017,6.5997557,296.13,69.34,0.066,0.093,0.15,HSP,15,15.061,0.98,0.000,0.000,5.19,0.00000000025088043,7.56e-11,1.7817,PowerLaw,1.78,16.6188,nvss,1.76e-12,18.6751,18.12,0.4477,0.8879,Y
898,3FGL J1243.1+3627,Ton 116,5BZBJ1243+3627,bll,190.8030677,36.4622214,133,80.5,0.01,0.023,0.000,HSP,16.15,16.15,1,0.93,0.97,31.24,0.00000000196942,1.21e-10,1.7688,PowerLaw,1.77,148.0424,nvss,1.62e-11,16.2498,15.64,0.3235,1.1371,Y
899,3FGL J1243.9-0217,PMN J1243-0218,, bcu II,190.9686994,-2.310666989,299.09,60.5,0.028,0.139,0.000,LSP,12.83,12.83,1,0.000,0.000,5.15,0.00000000033344574,7.34e-11,2.1859,PowerLaw,2.19,77.84,wise/nvss,0.000,0.000,0.000,-9.9,-9.9,N
900,3FGL J1244.1+1615,SDSS J124444.35+161621.7,5BZBJ1244+1616,bll,191.183941,16.2730026,294.44,79.03,0.133,0.176,0.456,-,0.000,0.000,0.92,0.000,0.000,5.47,0.00000000030425112,6.99e-11,2.4264,PowerLaw,2.43,14.3926,nvss,0.000,19.4726,18.26,0.3596,1.2174,N
901,3FGL J1244.1+1615,3C 275.1,, ssrq,190.9902051,16.38149801,293.39,79.11,0.13,0.176,0.000,-,0.000,0.000,0.000,0.93,0.000,5.47,0.00000000030425112,6.99e-11,2.4264,PowerLaw,2.43,2896.6226,nvss,7.67e-13,18.8462,18.08,0.71,1.2761,N
902,3FGL J1244.3-4955,SUMSS J124422-495422,, bcu II,191.0957366,-49.90619303,301.76,12.94,0.02,0.11,0.000,ISP,14.726,14.726,0.99,0.000,0.000,4.82,0.00000000041072509,9.28e-11,2.1882,PowerLaw,2.19,99.7,wise/sumss,0.000,17.8628,0.000,0.4205,-9.9,N
903,3FGL J1244.8+5707,1RXS J124510.5+571020,5BZBJ1245+5709,bll,191.2916644,57.16510395,124.62,59.94,0.062,0.094,0.000,ISP,14.75,14.75,0.99,0.000,0.000,7.09,0.00000000033546799,6.09e-11,2.0702,PowerLaw,2.07,83.8714,nvss,5.30e-13,17.3321,16.51,0.4037,1.5666,Y
904,3FGL J1246.7-2547,PKS 1244-255,5BZQJ1246-2547,fsrq,191.6950085,-25.79702473,301.61,37.06,0.008,0.017,0.635,LSP,13.24,13.454,1,0.98,0.95,92.64,0.0000000097865458,2.63e-10,2.1395,LogParabola,2.28,1165.6454,nvss,3.63e-12,17.333,0.000,0.7234,1.0622,Y
905,3FGL J1247.0+4421,RX J1246.9+4423,5BZBJ1247+4423,bll,191.753226,44.3888996,125.59,72.71,0.034,0.095,0.6,HSP,16.635,16.84,1,0.000,0.85,5.74,0.00000000025176006,5.66e-11,2.0585,PowerLaw,2.06,10.7278,nvss,3.58e-12,17.8452,0.000,0.2682,1.016,Y
906,3FGL J1248.0+5130,RX J1248.4+5128,5BZBJ1248+5128,bll,192.1429337,51.46885375,124.01,65.65,0.085,0.124,0.351,ISP,14.3,14.431,0.97,0.000,0.000,5.22,0.00000000025350502,5.70e-11,2.1634,PowerLaw,2.16,114.9079,nvss,5.24e-13,17.9052,17.04,0.4333,1.4557,Y
907,3FGL J1248.2+5820,PG 1246+586,5BZBJ1248+5820,bll,192.0782696,58.34131017,123.72,58.78,0.008,0.018,0.000,ISP,14.885,14.885,1,0.95,0.96,55.53,0.0000000039694226,1.46e-10,1.9474,PowerLaw,1.95,245.4239,nvss,6.45e-12,15.7184,14.94,0.3837,1.4006,Y
908,3FGL J1249.7+3705,RX J1249.8+3708,5BZBJ1249+3707,bll,192.444797,37.1299752,124.83,79.99,0.039,0.048,0.000,HSP,15,15,0.99,0.000,0.000,11.27,0.00000000048380094,7.45e-11,1.6543,PowerLaw,1.65,6.1282,nvss,3.96e-13,18.9301,18.55,0.3508,1.2091,Y
909,3FGL J1250.5+0217,PKS 1247+025,5BZBJ1250+0216,bll,192.6357532,2.275603664,302.4,65.14,0.023,0.1,0.955,LSP,13.521,13.812,1,0.88,0.000,6.41,0.00000000040418988,8.02e-11,2.3279,PowerLaw,2.33,340.8402,nvss,0.000,19.5971,19.03,0.8086,-9.9,Y
910,3FGL J1251.0-0203,TXS 1248-017,, bcu II,192.82678,-2.03548001,302.86,60.83,0.068,0.094,0.000,LSP,13.272,13.272,0.96,0.000,0.000,6.86,0.00000000045216098,8.18e-11,2.3857,PowerLaw,2.39,128.0438,nvss,0.000,0.000,20.05,0.6753,-9.9,Y
911,3FGL J1251.3+1041,1RXS J125117.4+103914,5BZBJ1251+1039,bll,192.8245176,10.65202895,302.81,73.52,0.042,0.155,0.2454,HSP,15.455,15.55,0.99,0.000,0.000,6.39,0.00000000036898012,7.73e-11,2.4387,PowerLaw,2.44,5.2371,nvss,1.41e-12,17.5685,17.6,0.2792,1.0812,Y
912,3FGL J1253.2+5300,S4 1250+53,5BZBJ1253+5301,bll,193.299669,53.01992683,122.32,64.1,0.007,0.018,0.000,LSP,13.94,13.94,1,0.97,0.88,47.52,0.0000000041760293,1.72e-10,1.8972,LogParabola,2,488.2964,nvss,4.75e-13,16.7211,16.9,0.5475,1.5194,Y
913,3FGL J1253.7+0327,MG1 J125348+0326,5BZGJ1253+0326,bll,193.445857,3.441785683,304.38,66.3,0.025,0.044,0.0657,HSP,15.394,15.422,1,0.87,0.89,12.13,0.00000000074913969,1.01e-10,1.8418,PowerLaw,1.84,107.1076,nvss,2.95e-12,12.3189,14.11,0.2234,1.5643,Y
914,3FGL J1254.1+6240,1RXS J125400.1+624303,5BZBJ1253+6242,bll,193.4971255,62.71600087,122.42,54.41,0.044,0.072,0.000,HSP,15.176,15.176,0.99,0.000,0.000,7.07,0.00000000026135463,5.14e-11,1.9022,PowerLaw,1.9,12.1354,nvss,5.66e-13,19.3186,18.13,0.3558,1.2555,Y
915,3FGL J1254.1-2203,NVSS J125422-220413,, bcu II,193.5936737,-22.07049667,303.83,40.79,0.058,0.091,0.000,ISP,14.34,14.34,1,0.000,0.000,7.19,0.00000000056181071,9.44e-11,2.2957,PowerLaw,2.3,27.7072,wise/nvss,0.000,18.9146,0.000,0.4384,-9.9,Y
916,3FGL J1254.5+2210,TXS 1252+224,5BZBJ1254+2211,bll,193.6386408,22.18434717,311.24,85,0.013,0.053,0.000,HSP,15.2,15.2,1,0.87,0.000,10.83,0.00000000060064859,8.50e-11,1.9957,PowerLaw,2,101.2599,nvss,0.000,18.0772,16.74,0.3658,1.4874,Y
917,3FGL J1254.9-4423,PKS 1252-441,5BZGJ1254-4424,bll,193.7396378,-44.41572285,303.59,18.44,0.022,0.082,0.041,LSP,13.799,13.816,1,0.9,0.000,4.45,0.00000000031340824,7.93e-11,2.1948,PowerLaw,2.19,368.1,sumss,0.000,9.773,0.000,-0.0466,-9.9,Y
918,3FGL J1256.1-0547,3C 279,5BZQJ1256-0547,fsrq,194.0465273,-5.789312469,305.1,57.06,0.006,0.012,0.536,LSP,12.92,13.106,1,0.99,0.99,160.6,0.00000002057495,3.61e-10,2.2329,LogParabola,2.34,9711.8711,nvss,4.05e-11,16.5449,0.000,0.8341,0.7479,Y
919,3FGL J1256.3-1146,PMN J1256-1146,5BZGJ1256-1146,bcu I,194.0664689,-11.77703892,304.81,51.07,0.02,0.039,0.05791,HSP,15.698,15.722,1,0.85,0.87,11.11,0.000000000666387,9.63e-11,1.907,PowerLaw,1.91,54.5147,nvss,1.71e-12,11.3963,0.000,-0.0373,2.1721,Y
920,3FGL J1256.7+5328,TXS 1254+538,, bcu II,194.1609554,53.57325244,121.19,63.53,0.106,0.143,0.000,LSP,13.25,13.25,0.93,0.000,0.000,5.77,0.00000000034677544,7.33e-11,2.6386,PowerLaw,2.64,186.5014,nvss,0.000,0.000,19.51,0.6468,-9.9,N
921,3FGL J1256.9+3649,1RXS J125716.0+364713,5BZBJ1257+3647,bll,194.319097,36.78747676,116,80.26,0.076,0.062,0.531,HSP,14.985,15.17,0.92,0.000,0.000,12.51,0.00000000066889905,8.04e-11,2.079,PowerLaw,2.08,72.6652,nvss,7.07e-13,17.645,17.26,0.4,1.382,Y
922,3FGL J1258.0+6120,NVSS J125820+612049,5BZBJ1258+6120,bll,194.586589,61.3470581,121.46,55.76,0.031,0.089,0.224,ISP,14.46,14.548,1,0.000,0.000,5.14,0.00000000020149174,4.75e-11,2.0963,PowerLaw,2.1,10.3146,nvss,0.000,18.4149,22.02,0.7284,-9.9,Y
923,3FGL J1258.1+3233,ON 393,5BZQJ1257+3229,fsrq,194.4884661,32.49147944,108.56,84.45,0.076,0.066,0.806,LSP,13.12,13.377,0.95,0.89,0.000,11.92,0.00000000057806876,7.53e-11,2.4667,PowerLaw,2.47,652.5592,nvss,4.98e-13,18.205,18.39,0.7312,1.1787,Y
924,3FGL J1258.6-1800,PKS B1256-177,5BZQJ1258-1800,fsrq,194.6595904,-18.00086794,305.34,44.83,0.01,0.053,1.956,LSP,12.45,12.921,1,0.92,0.000,22.42,0.0000000015169233,1.25e-10,2.4465,PowerLaw,2.45,359.3126,nvss,0.000,0.000,0.000,-9.9,-9.9,Y
925,3FGL J1258.7+5137,NVSS J125825+514225,, bcu III,194.606,51.7071295,120.33,65.38,0.098,0.098,0.000,-,0.000,0.000,1,0.000,0.000,4.9,0.00000000022614893,5.48e-11,2.1588,PowerLaw,2.16,50.6446,nvss,0.000,19.6798,18.58,0.4349,-9.9,Y
926,3FGL J1258.7-2219,PKS 1256-220,5BZQJ1258-2219,fsrq,194.7269949,-22.32531267,305.2,40.51,0.031,0.043,1.303,LSP,12.96,13.322,1,0.95,0.000,16.49,0.0000000015254287,1.34e-10,2.339,PowerLaw,2.34,792.8557,nvss,0.000,18.9647,0.000,0.7848,1.3156,Y
927,3FGL J1259.0-2310,PKS B1256-229,5BZUJ1259-2310,bcu I,194.7852585,-23.17740404,305.23,39.65,0.013,0.062,0.481,LSP,13.452,13.623,1,0.93,0.000,8.19,0.00000000060916427,1.03e-10,2.0286,PowerLaw,2.03,482.6384,nvss,0.000,16.4907,0.000,0.497,-9.9,Y
928,3FGL J1259.8-3749,NVSS J125949-374856,, bcu II,194.9575062,-37.81615667,304.76,25.02,0.01,0.052,0.000,ISP,14.626,14.626,1,0.000,0.000,9.28,0.00000000062891248,9.41e-11,2.2417,PowerLaw,2.24,27.0472,wise/nvss,0.000,17.3528,0.000,0.3174,-9.9,Y
929,3FGL J1300.2+1416,OW 197,5BZQJ1300+1417,fsrq,195.0871617,14.28848099,312.56,76.99,0.023,0.173,1.106,LSP,12.68,13.003,0.99,0.87,0.000,11.92,0.00000000041552886,7.24e-11,2.8551,PowerLaw,2.86,559.6301,nvss,6.95e-13,18.5334,18.53,0.7248,1.0883,N
930,3FGL J1300.2+1416,NVSS J130041+141728,, bcu II,195.1709876,14.29150418,312.92,76.98,0.102,0.173,0.000,LSP,13.05,13.05,0.96,0.000,0.000,11.92,0.00000000041552886,7.24e-11,2.8551,PowerLaw,2.86,100.9703,nvss,0.000,0.000,20.03,0.6728,0.9918,N
931,3FGL J1302.6+5748,TXS 1300+580,5BZUJ1302+5748,bcu I,195.7186053,57.81044701,119.95,59.25,0.024,0.083,1.088,LSP,11.96,12.28,1,0.89,0.000,6.26,0.00000000025505056,5.31e-11,2.272,PowerLaw,2.27,321.0931,nvss,3.08e-13,21.145,18.73,0.6572,1.2913,Y
932,3FGL J1303.0+2435,MG2 J130304+2434,5BZBJ1303+2433,bll,195.7634046,24.5654805,349.11,86.33,0.031,0.036,0.993,LSP,12.83,13.13,1,0.87,0.000,28.55,0.0000000019113973,1.23e-10,2.181,PowerLaw,2.18,122.6806,nvss,0.000,0.000,18.92,0.5667,1.2942,Y
933,3FGL J1303.7-4619,PMN J1303-4621,5BZQJ1303-4621,fsrq,195.9178355,-46.35067452,305.13,16.46,0.038,0.085,1.664,LSP,13.55,13.976,1,0.000,0.000,9.43,0.00000000067422123,9.76e-11,2.3898,PowerLaw,2.39,74.8,sumss,0.000,0.000,0.000,-9.9,-9.9,Y
934,3FGL J1304.2-2411,PMN J1304-2412,, bcu II,196.069902,-24.2047318,306.67,38.57,0.014,0.047,0.000,ISP,14.49,14.49,1,0.85,0.000,9.35,0.00000000064722266,1.02e-10,1.9573,PowerLaw,1.96,59.5557,nvss,0.000,18.9503,0.000,0.4961,1.6196,Y
935,3FGL J1304.3-4353,1RXS J130421.2-435308,5BZBJ1304-4353,bll,196.087208,-43.88575,305.39,18.92,0.015,0.02,0.000,HSP,15.497,15.497,1,0.83,0.95,33.53,0.0000000031930316,1.69e-10,1.9075,PowerLaw,1.91,43.8,sumss,6.31e-12,16.7127,0.000,0.3004,1.1742,Y
936,3FGL J1304.8-0338,PKS 1302-035,5BZQJ1304-0346,fsrq,196.1818427,-3.767375497,309.36,58.93,0.122,0.143,1.25,LSP,12.53,12.882,0.97,0.88,0.000,4.42,0.0000000002920951,7.26e-11,2.2805,PowerLaw,2.28,826.6665,nvss,0.000,18.8352,0.000,0.7888,0.9081,Y
937,3FGL J1304.9-2109,PKS B1302-208,, bcu II,196.2461222,-21.11179381,307.16,41.64,0.046,0.087,0.000,ISP,14.055,14.055,0.99,0.91,0.000,4.88,0.00000000036549444,8.96e-11,2.1479,PowerLaw,2.15,604.3734,nvss,0.000,0.000,0.000,-9.9,-9.9,Y
938,3FGL J1305.5+7854,S5 1304+79,5BZBJ1305+7854,bll,196.2500592,78.90994344,122.1,38.19,0.025,0.077,0.000,LSP,12.48,12.48,1,0.89,0.000,9.37,0.00000000038135448,5.85e-11,2.377,PowerLaw,2.38,287.6952,nvss,0.000,19.5298,0.000,0.8287,-9.9,Y
939,3FGL J1306.8-2146,PKS 1304-215,, bcu I,196.669284,-21.8041505,307.61,40.92,0.05,0.089,0.126,LSP,12.41,12.462,0.98,0.87,0.000,4.31,0.00000000034157366,9.10e-11,2.1466,PowerLaw,2.15,312.1449,nvss,0.000,20.6519,0.000,0.7989,-9.9,Y
940,3FGL J1307.6-4300,1RXS J130737.8-425940,5BZBJ1307-4259,bcu II,196.9082655,-42.99416256,306.07,19.77,0.009,0.022,0.000,HSP,15.497,15.497,1,0.83,0.96,23.7,0.0000000019505042,1.46e-10,1.8374,PowerLaw,1.84,36.2,sumss,6.76e-12,15.8819,0.000,0.2695,1.2981,Y
941,3FGL J1308.7+3545,5C 12.291,5BZQJ1308+3546,fsrq,197.0987881,35.77698998,101.31,80.63,0.072,0.122,1.055,LSP,12.445,12.758,1,0.82,0.000,10.91,0.00000000055332861,7.55e-11,2.3566,PowerLaw,2.36,239.8165,nvss,3.67e-13,0.000,19.29,0.7544,1.0786,Y
942,3FGL J1309.3+4304,B3 1307+433,5BZBJ1309+4305,bll,197.3563592,43.08488262,111.2,73.63,0.013,0.025,0.691,HSP,14.9,15.128,1,0.89,0.87,29.05,0.0000000017442684,1.11e-10,1.9358,PowerLaw,1.94,60.1409,nvss,7.12e-13,17.2695,16.59,0.3203,1.4878,Y
943,3FGL J1309.5+1154,4C +12.46,5BZBJ1309+1154,bll,197.3913852,11.90682029,319.42,74.19,0.006,0.085,0.000,LSP,13.32,13.32,1,0.94,0.000,9.13,0.00000000058437222,8.61e-11,2.1432,PowerLaw,2.14,855.5696,nvss,0.000,18.1112,17.68,0.7322,1.4432,Y
944,3FGL J1310.2-1159,TXS 1307-117,5BZBJ1310-1157,bll,197.551785,-11.9630575,310.18,50.64,0.027,0.055,0.14,HSP,16.011,16.068,1,0.84,0.87,6.87,0.00000000033551123,8.66e-11,1.7975,PowerLaw,1.8,83.3951,nvss,2.61e-12,14.0894,0.000,0.2038,1.6683,Y
945,3FGL J1310.6+2446,MG2 J131037+2447,, bcu III,197.660176,24.8052032,5.69,85.09,0.025,0.136,0.000,-,0.000,0.000,0.99,0.000,0.000,4.14,0.00000000022488168,6.04e-11,2.2019,PowerLaw,2.2,116.4049,nvss,0.000,18.3868,16.86,0.3907,-9.9,Y
946,3FGL J1310.6+3222,OP 313,5BZUJ1310+3220,fsrq,197.6194327,32.34549521,85.69,83.34,0.04,0.025,0.997,LSP,13,13.3,1,0.94,0.000,51.97,0.0000000036532102,1.59e-10,2.1528,LogParabola,2.25,1687.166,nvss,8.53e-13,19.0156,17.13,0.7216,1.2734,Y
947,3FGL J1310.7+5515,TXS 1308+554,5BZQJ1311+5513,fsrq,197.7633783,55.23175623,117.03,61.67,0.057,0.115,0.925,LSP,13.08,13.364,0.99,0.88,0.000,6.11,0.00000000023894811,5.26e-11,2.5272,PowerLaw,2.53,425.3318,nvss,0.000,20.1436,18.65,0.7338,1.3022,Y
948,3FGL J1311.0+0036,RX J1311.1+0035,5BZBJ1311+0035,bll,197.7769834,0.586124217,313.83,63.03,0.028,0.067,0.000,HSP,15.755,15.755,1,0.000,0.83,4.71,0.00000000016436524,7.78e-11,1.5452,PowerLaw,1.55,17.8491,nvss,1.65e-12,17.4011,17.36,0.3067,1.2308,Y
949,3FGL J1312.5-2155,PKS 1309-216,5BZBJ1312-2156,bll,198.1314782,-21.9398303,309.38,40.66,0.009,0.037,1.6,HSP,15.04,15.455,1,0.94,0.000,20.82,0.0000000018015451,1.36e-10,2.0748,PowerLaw,2.07,349.7491,nvss,0.000,17.435,0.000,0.4951,1.4378,Y
950,3FGL J1312.7+4828,GB 1310+487,5BZUJ1312+4828,agn,198.1806402,48.47526126,113.37,68.25,0.005,0.018,0.638,LSP,12.96,13.136,1,0.95,0.000,66.04,0.0000000048591029,1.73e-10,2.0411,LogParabola,2.13,221.0698,nvss,0.000,0.000,20.04,0.7774,1.0805,Y
951,3FGL J1312.7-2349,NVSS J131248-235046,, bcu III,198.203158904,-23.8463757611,309.2,38.76,0.024,0.046,0.000,-,0.000,0.000,1,0.000,0.000,9.76,0.0000000005926783,1.01e-10,1.8014,PowerLaw,1.8,28.928,nvss,0.000,18.3729,0.000,0.3894,1.2598,Y
952,3FGL J1312.8-0424,PKS B1310-041,5BZQJ1312-0424,fsrq,198.2120886,-4.413858886,313.05,58.03,0.014,0.078,0.825,LSP,13.075,13.336,1,0.88,0.000,16.46,0.00000000097162478,1.02e-10,2.4872,PowerLaw,2.49,226.7262,nvss,6.37e-13,0.000,0.000,-9.9,-9.9,Y
953,3FGL J1314.7-4237,MS 13121-4221,5BZGJ1315-4236,bcu II,198.7642,-42.6139,307.55,20.04,0.053,0.112,0.000,HSP,16.28,16.28,1,0.000,0.000,4.47,0.00000000035051145,9.47e-11,2.0821,PowerLaw,2.08,13.9,sumss,0.000,15.7351,0.000,0.1666,1.1699,Y
